Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz,Bp,Bt,UVl,UVi,R,G,B,Vl,Il,LUX,T,P,BAlt,H:M:S.ms,DD/MM/20YY,Fix,FixQ,Lat,Long,LatD,LongD,Speed,Angle,GAlt,Sats
-0.04,-7.85,5.33,23.55,41.82,-5.00,0.73,-0.04,-0.02,913.82,-12.20,670,18.74,28513,43242,41840,32361,12303,7451.08,-12.24,913.97,1116.26,1:54:3.799,6/1/2080,0,0,,,,,,,,,
-0.78,-8.59,0.98,27.09,44.00,14.90,0.01,0.06,0.00,913.92,-12.20,673,18.86,28626,42892,41690,32634,12297,7617.32,-12.17,914.05,1116.36,1:54:4.799,6/1/2080,0,0,,,,,,,,,
-0.27,-7.26,6.83,24.73,39.18,-8.16,-0.54,0.03,0.03,914.20,-12.20,670,18.74,28578,43568,42890,32300,12249,7466.08,-12.23,914.27,1116.63,1:54:5.799,6/1/2080,0,0,,,,,,,,,
-0.16,-7.37,7.02,23.82,38.36,-11.33,0.59,-0.04,0.08,914.02,-12.20,671,18.78,28542,43562,42320,32525,12310,7541.00,-12.24,914.27,1116.64,1:54:6.799,6/1/2080,0,0,,,,,,,,,
-0.24,-8.12,5.26,24.82,42.00,-1.43,1.37,-0.18,-0.02,914.21,-12.20,670,18.74,28520,43955,42407,65535,65535,0.00,-12.15,914.52,1116.93,1:54:8.799,6/1/2080,0,0,,,,,,,,,
-0.20,-8.24,3.22,26.18,43.55,7.45,0.25,0.09,-0.07,914.21,-12.10,673,18.86,28422,42624,41785,46132,16762,11347.70,-12.17,914.43,1116.83,1:54:9.799,6/1/2080,0,0,,,,,,,,,
-0.12,-7.65,5.18,23.55,40.64,-6.53,-1.37,0.18,-0.01,914.20,-12.20,670,18.74,28586,43633,43292,32771,12353,7645.18,-12.17,913.99,1116.29,1:54:10.799,6/1/2080,0,0,,,,,,,,,
-0.08,-7.45,5.81,23.09,38.73,-11.73,-0.89,0.05,0.03,914.02,-12.10,670,18.74,28482,43931,42297,32542,12254,7603.67,-12.09,914.32,1116.69,1:54:11.799,6/1/2080,0,0,,,,,,,,,
0.00,-7.53,6.35,23.00,39.64,-10.41,0.12,-0.06,0.01,913.77,-12.10,670,18.74,28529,43435,42282,32538,12332,7527.93,-12.08,914.56,1116.99,1:54:12.799,6/1/2080,0,0,,,,,,,,,
-0.04,-8.08,5.57,23.45,41.36,-5.10,0.67,0.03,-0.04,914.20,-12.10,670,18.74,28626,43260,42260,32454,12286,7521.84,-12.02,914.61,1117.05,1:54:13.799,6/1/2080,0,0,,,,,,,,,
0.00,-8.24,5.18,23.64,42.27,-3.57,1.01,0.06,-0.02,914.19,-12.00,670,18.74,28524,43266,41914,32869,12441,7620.00,-12.02,914.44,1116.83,1:54:14.799,6/1/2080,0,0,,,,,,,,,
0.08,-8.24,4.35,24.18,43.36,1.02,1.85,-0.10,-0.08,914.36,-12.00,671,18.78,28367,42943,41472,53662,19707,13005.95,-12.02,914.45,1116.84,1:54:15.799,6/1/2080,0,0,,,,,,,,,
0.04,-8.20,3.88,24.09,43.64,0.51,1.63,-0.08,-0.03,914.19,-11.90,671,18.78,29105,42807,41652,32830,12338,7693.93,-12.01,914.50,1116.91,1:54:16.799,6/1/2080,0,0,,,,,,,,,
-0.04,-8.36,3.69,23.91,43.18,0.92,0.59,-0.09,0.05,914.43,-11.90,670,18.74,28556,43374,41259,32613,12363,7542.86,-11.93,914.70,1117.15,1:54:17.799,6/1/2080,0,0,,,,,,,,,
0.08,-7.18,6.71,21.82,39.00,-12.14,0.43,-0.06,0.04,914.81,-11.90,670,18.74,28502,43324,41901,32474,12393,7432.69,-11.87,913.54,1115.73,1:54:19.799,6/1/2080,0,0,,,,,,,,,
0.08,-7.10,7.37,22.18,37.36,-14.69,0.72,-0.05,-0.01,913.58,-11.90,670,18.74,28488,43331,42124,32418,12338,7451.63,-11.87,913.61,1115.83,1:54:20.799,6/1/2080,0,0,,,,,,,,,
0.04,-7.49,6.28,22.82,40.27,-9.08,1.05,-0.06,0.00,913.32,-11.90,670,18.74,28558,43339,41941,32539,12339,7521.93,-11.78,913.83,1116.09,1:54:21.799,6/1/2080,0,0,,,,,,,,,
-0.43,-9.26,2.75,25.73,44.55,9.80,1.17,0.01,-0.04,913.47,-11.80,673,18.86,28338,42743,41751,65535,34729,0.00,-11.80,913.47,1115.65,1:54:22.799,6/1/2080,0,0,,,,,,,,,
0.04,-9.18,3.49,24.18,44.55,6.02,1.54,-0.09,-0.08,913.51,-11.80,671,18.78,28264,42744,42608,39858,14584,9710.11,-11.78,913.78,1116.02,1:54:23.799,6/1/2080,0,0,,,,,,,,,
-0.20,-8.12,3.45,24.82,44.64,6.12,0.28,-0.03,-0.00,913.95,-11.60,672,18.82,28399,42893,41617,33413,12745,7653.61,-11.65,913.70,1115.94,1:54:24.799,6/1/2080,0,0,,,,,,,,,
-0.78,-8.87,-0.12,28.18,43.45,21.02,-0.53,0.07,0.09,913.79,-11.60,673,18.86,29722,42825,42436,65535,41908,0.00,-11.55,913.97,1116.26,1:54:25.799,6/1/2080,0,0,,,,,,,,,
-0.39,-10.16,3.10,26.27,44.00,10.41,0.85,0.03,-0.02,913.93,-11.60,673,18.86,28762,44131,42248,65535,65535,0.00,-11.50,914.39,1116.77,1:54:26.799,6/1/2080,0,0,,,,,,,,,
-0.51,-9.65,4.47,25.27,44.27,6.43,1.74,-0.10,-0.04,914.16,-11.50,671,18.78,28774,42810,43604,65535,65535,0.00,-11.46,914.59,1117.03,1:54:27.799,6/1/2080,0,0,,,,,,,,,
-0.47,-8.51,1.14,28.18,43.27,14.80,2.08,-0.29,-0.26,914.60,-11.40,673,18.86,29080,46864,43005,65535,65535,0.00,-11.40,914.48,1116.88,1:54:28.799,6/1/2080,0,0,,,,,,,,,
-0.59,-8.24,2.59,25.45,44.82,12.45,-1.16,-0.08,0.20,914.57,-11.30,673,18.86,28617,43233,42525,32363,12360,7398.44,-11.31,914.66,1117.10,1:54:30.799,6/1/2080,0,0,,,,,,,,,
0.16,-8.55,4.98,22.91,43.27,-1.63,0.11,0.04,0.00,914.62,-11.30,671,18.78,28534,43809,41597,65535,60480,0.00,-11.29,914.85,1117.34,1:54:31.799,6/1/2080,0,0,,,,,,,,,
-0.27,-9.22,0.71,26.27,44.64,17.55,0.99,0.05,0.05,915.08,-4.30,673,18.86,29122,44183,42666,65535,65535,0.00,-4.33,934.98,1141.92,1:54:32.799,6/1/2080,0,0,,,,,,,,,
-0.27,-9.65,-0.20,26.82,44.09,23.27,1.32,-0.09,-0.09,915.29,-4.30,674,18.90,29250,44362,43768,65535,65535,0.00,-4.32,934.96,1141.90,1:54:33.799,6/1/2080,0,0,,,,,,,,,
-0.31,-9.18,-0.67,27.18,44.27,25.31,0.32,-0.07,-0.03,915.18,-4.30,673,18.86,29062,44052,42677,65535,65535,0.00,-11.15,915.16,1117.72,1:54:34.799,6/1/2080,0,0,,,,,,,,,
-0.55,-8.94,1.65,26.55,44.45,15.20,-0.67,0.05,0.10,915.16,-4.30,674,18.90,28467,44091,41917,65535,52226,0.00,-4.33,934.71,1141.60,1:54:35.799,6/1/2080,0,0,,,,,,,,,
-0.08,-8.87,5.96,23.18,41.91,-5.00,0.17,0.00,0.05,915.27,-4.30,671,18.78,28641,43194,41582,65535,65535,0.00,-4.32,934.79,1141.69,1:54:36.799,6/1/2080,0,0,,,,,,,,,
0.00,-9.38,3.10,24.18,45.27,10.51,1.83,-0.09,0.02,934.71,-4.30,671,18.78,29318,43963,41055,65535,65535,0.00,-4.33,929.50,1135.23,1:54:37.799,6/1/2080,0,0,,,,,,,,,
-0.51,-9.02,-2.28,27.73,41.09,35.31,2.06,-0.04,0.00,915.54,-4.30,673,18.86,65535,53541,65535,65535,65535,0.00,-4.31,929.55,1135.30,1:54:38.799,6/1/2080,0,0,,,,,,,,,
-0.12,-8.71,-0.82,27.09,43.55,30.10,-0.02,0.07,-0.05,929.59,-4.30,673,18.86,29494,44130,42516,65535,54813,0.00,-4.33,929.57,1135.32,1:54:39.799,6/1/2080,0,0,,,,,,,,,
-0.04,-8.94,1.80,25.45,45.00,16.43,-0.33,0.00,0.03,934.75,-4.30,674,18.90,28662,44389,41671,56205,24967,9435.58,-4.33,929.54,1135.28,1:54:41.799,6/1/2080,0,0,,,,,,,,,
-0.16,-8.94,2.16,25.27,45.18,13.57,0.25,0.01,-0.00,929.51,-4.30,673,18.86,28653,43010,41530,65535,65535,0.00,-4.33,929.50,1135.23,1:54:42.799,6/1/2080,0,0,,,,,,,,,
-0.43,-9.10,0.47,26.45,44.45,22.14,-1.25,0.03,0.02,929.61,-4.30,673,18.86,28464,43990,43431,33862,12838,7830.29,-4.31,929.39,1135.09,1:54:43.799,6/1/2080,0,0,,,,,,,,,
-0.12,-9.14,4.55,24.27,43.73,2.76,-0.96,0.08,0.08,929.41,-4.30,672,18.82,28494,42727,41589,49098,23003,7031.87,-4.32,929.29,1134.98,1:54:44.799,6/1/2080,0,0,,,,,,,,,
0.00,-9.26,3.73,24.27,44.73,5.20,0.00,0.03,0.03,929.43,-4.30,672,18.82,29104,42992,41497,65535,38541,0.00,-4.33,929.45,1135.17,1:54:45.799,6/1/2080,0,0,,,,,,,,,
-0.16,-9.53,1.92,25.55,45.36,16.22,0.82,-0.04,-0.02,929.34,-4.30,673,18.86,29617,44182,41822,65535,65535,0.00,-4.28,929.54,1135.27,1:54:46.799,6/1/2080,0,0,,,,,,,,,
-0.20,-9.26,-0.39,26.27,44.36,24.18,-0.01,-0.01,-0.02,929.63,-4.30,673,18.86,29125,43911,45735,65535,65535,0.00,-4.33,929.50,1135.22,1:54:47.799,6/1/2080,0,0,,,,,,,,,
0.00,-9.22,1.02,25.18,45.36,16.22,0.04,0.03,-0.01,929.56,-4.30,673,18.86,28810,42928,41215,65535,47311,0.00,-4.31,929.43,1135.15,1:54:48.799,6/1/2080,0,0,,,,,,,,,
-0.04,-9.45,0.47,25.64,45.09,20.82,0.28,0.01,-0.01,929.48,-4.30,673,18.86,29344,43352,41928,65535,64296,0.00,-4.31,929.32,1135.01,1:54:49.799,6/1/2080,0,0,,,,,,,,,
0.00,-9.53,1.77,24.91,45.36,15.41,-0.10,0.04,-0.03,929.44,-4.30,673,18.86,28441,42938,41220,65535,48565,0.00,-4.30,929.51,1135.24,1:54:50.799,6/1/2080,0,0,,,,,,,,,
0.00,-9.06,1.80,24.55,45.64,13.78,-0.41,0.05,0.03,929.29,-4.30,673,18.86,28515,42294,41169,65535,42528,0.00,-4.26,929.53,1135.27,1:54:52.799,6/1/2080,0,0,,,,,,,,,
0.04,-9.38,2.24,23.73,46.00,10.92,-0.32,0.07,0.03,929.28,-4.30,673,18.86,28420,42363,40370,65535,47810,0.00,-4.26,929.52,1135.26,1:54:53.799,6/1/2080,0,0,,,,,,,,,
0.12,-9.06,2.86,23.45,45.55,8.37,-0.04,0.02,0.02,929.65,-4.30,673,18.86,28264,42202,40606,65535,39762,0.00,-4.31,929.45,1135.17,1:54:54.799,6/1/2080,0,0,,,,,,,,,
0.04,-9.26,2.04,24.09,45.55,12.65,0.52,0.00,0.05,929.63,-4.30,673,18.86,28833,43176,40949,65535,65535,0.00,-4.33,929.34,1135.03,1:54:55.799,6/1/2080,0,0,,,,,,,,,
-0.31,-9.38,1.53,25.09,45.36,16.73,0.35,0.00,-0.01,929.55,-4.30,673,18.86,28982,43310,41656,65535,65535,0.00,-4.26,929.46,1135.18,1:54:56.799,6/1/2080,0,0,,,,,,,,,
0.00,-8.79,2.00,24.18,45.64,12.14,0.19,-0.00,-0.00,929.48,-4.20,673,18.86,28573,42680,40893,65535,33673,0.00,-4.31,929.33,1135.02,1:54:57.799,6/1/2080,0,0,,,,,,,,,
0.00,-9.10,2.16,24.18,45.64,12.35,0.26,-0.02,-0.01,929.49,-4.30,673,18.86,28774,42598,40833,65535,65535,0.00,-4.29,928.28,1133.74,1:54:58.799,6/1/2080,0,0,,,,,,,,,
-0.04,-8.67,1.88,24.45,45.64,12.76,0.30,0.00,0.02,929.30,-4.30,673,18.86,28608,42721,41005,65535,65535,0.00,-4.28,928.25,1133.70,1:54:59.799,6/1/2080,0,0,,,,,,,,,
0.08,-9.18,2.24,23.27,45.91,10.61,0.54,0.01,0.05,929.28,-4.30,673,18.86,28697,42821,40399,65535,37863,0.00,-4.26,928.22,1133.66,1:55:0.799,6/1/2080,0,0,,,,,,,,,
0.08,-9.45,0.90,24.64,45.64,18.88,0.82,-0.05,0.01,929.39,-4.30,673,18.86,29170,43232,41440,65535,65535,0.00,-4.24,929.51,1135.24,1:55:1.799,6/1/2080,0,0,,,,,,,,,
-0.20,-8.83,0.04,25.64,45.00,22.14,0.31,-0.06,0.00,928.18,-4.30,673,18.86,29122,43509,41867,65535,65535,0.00,-4.32,927.88,1133.25,1:55:3.799,6/1/2080,0,0,,,,,,,,,
0.08,-8.87,-2.00,27.36,41.91,33.67,-0.92,-0.09,-0.01,927.90,-4.20,673,18.86,29024,48193,42432,65535,63787,0.00,-4.24,927.94,1133.33,1:55:4.799,6/1/2080,0,0,,,,,,,,,
0.12,-7.22,7.30,21.09,38.18,-14.49,-1.17,0.08,0.06,927.94,-4.20,671,18.78,28645,43489,41671,65535,57270,0.00,-4.18,928.03,1133.43,1:55:5.799,6/1/2080,0,0,,,,,,,,,
0.08,-8.36,6.04,22.18,41.91,-6.43,0.75,0.01,0.04,927.91,-4.30,671,18.78,28588,42401,41392,65535,65535,0.00,-4.31,927.56,1132.86,1:55:6.799,6/1/2080,0,0,,,,,,,,,
0.16,-8.83,3.45,23.18,44.82,5.00,0.90,-0.05,-0.03,929.28,-4.30,671,18.78,28945,42559,40646,65535,50663,0.00,-4.33,927.50,1132.79,1:55:7.799,6/1/2080,0,0,,,,,,,,,
0.24,-9.49,3.53,23.55,46.00,11.63,1.02,0.02,-0.01,929.28,-4.30,673,18.86,28685,43139,41896,65535,57838,0.00,-4.31,927.59,1132.89,1:55:8.799,6/1/2080,0,0,,,,,,,,,
0.04,-8.83,3.88,24.18,45.82,15.00,1.26,-0.09,-0.06,927.84,-4.20,673,18.86,29249,43491,41077,65535,65535,0.00,-4.15,929.63,1135.39,1:55:9.799,6/1/2080,0,0,,,,,,,,,
-0.55,-10.67,1.06,25.36,45.45,21.84,2.34,-0.17,0.03,929.49,-4.10,674,18.90,29939,44340,42888,65535,65535,0.00,-4.14,929.45,1135.18,1:55:10.799,6/1/2080,0,0,,,,,,,,,
-0.98,-9.65,-3.14,26.91,39.91,40.10,3.54,-0.23,-0.30,929.40,-4.10,673,18.86,65388,65535,65535,65535,65535,0.00,-4.16,929.30,1134.99,1:55:11.799,6/1/2080,0,0,,,,,,,,,
-0.51,-6.39,-4.39,29.09,31.55,51.12,-0.18,0.04,-0.01,929.34,-4.30,673,18.86,57508,44262,65535,65535,65535,0.00,-4.33,928.49,1133.99,1:55:12.799,6/1/2080,0,0,,,,,,,,,
-1.37,-10.71,-1.41,27.45,42.00,34.08,0.85,0.04,-0.02,928.57,-4.30,673,18.86,29554,46770,47421,65535,65535,0.00,-4.26,928.61,1134.14,1:55:14.799,6/1/2080,0,0,,,,,,,,,
-0.51,-8.98,-2.00,28.27,40.73,34.90,1.52,-0.03,-0.07,928.41,-4.20,673,18.86,63271,46396,54797,65535,65535,0.00,-4.24,928.75,1134.31,1:55:15.799,6/1/2080,0,0,,,,,,,,,
-0.35,-8.79,-0.55,26.09,44.55,23.67,-0.48,-0.05,0.09,929.02,-4.10,673,18.86,29285,43723,41499,65535,65535,0.00,-4.13,929.06,1134.69,1:55:16.799,6/1/2080,0,0,,,,,,,,,
-0.08,-8.43,-0.31,25.91,44.73,17.96,-0.49,0.11,0.26,928.85,-4.10,673,18.86,29041,43442,41647,65535,65535,0.00,-4.33,927.94,1133.32,1:55:17.799,6/1/2080,0,0,,,,,,,,,
-0.08,-8.28,6.90,21.55,39.27,-12.04,1.03,0.02,0.14,927.97,-4.30,671,18.78,28823,42460,41476,65535,51325,0.00,-4.06,928.67,1134.22,1:55:18.799,6/1/2080,0,0,,,,,,,,,
-0.31,-10.43,2.86,23.18,45.91,9.80,3.14,-0.19,-0.10,928.09,-4.20,671,18.78,63105,43127,42521,65535,65535,0.00,-4.05,928.30,1133.76,1:55:19.799,6/1/2080,0,0,,,,,,,,,
-0.27,-9.14,-0.51,25.73,43.09,32.96,1.09,-0.11,-0.17,928.43,-4.00,673,18.86,29440,44151,41675,50378,23414,7408.38,-4.06,928.33,1133.80,1:55:20.799,6/1/2080,0,0,,,,,,,,,
0.51,-9.61,0.39,23.64,45.91,22.96,-0.12,-0.03,0.00,928.24,-4.00,673,18.86,28966,42561,40832,33656,12875,7674.01,-4.33,927.60,1132.90,1:55:21.799,6/1/2080,0,0,,,,,,,,,
0.39,-9.34,1.80,23.82,46.09,14.59,-0.48,-0.14,0.03,928.25,-4.30,673,18.86,28657,42464,40316,35433,13383,8241.22,-4.33,927.46,1132.74,1:55:22.799,6/1/2080,0,0,,,,,,,,,
-0.20,-7.61,-1.49,26.45,43.91,28.16,0.63,0.07,-0.08,928.37,-4.30,673,18.86,29103,43885,42135,65535,65535,0.00,-4.29,927.55,1132.85,1:55:23.799,6/1/2080,0,0,,,,,,,,,
-0.04,-7.88,-2.24,26.73,43.18,30.20,-1.70,0.27,-0.00,927.66,-4.30,672,18.82,28720,45784,42373,41827,17824,7774.62,-4.29,927.55,1132.85,1:55:25.799,6/1/2080,0,0,,,,,,,,,
-0.27,-8.20,-1.49,26.27,43.18,29.18,-3.21,0.28,0.03,927.58,-4.30,672,18.82,29046,43192,42219,34648,13403,7759.45,-4.29,927.62,1132.94,1:55:26.799,6/1/2080,0,0,,,,,,,,,
0.43,-6.63,8.43,20.45,34.00,-20.61,-1.79,0.14,0.08,927.46,-4.30,670,18.74,28895,43652,42797,33494,12799,7650.34,-4.26,927.65,1132.97,1:55:27.799,6/1/2080,0,0,,,,,,,,,
0.63,-8.43,7.85,20.55,43.36,-4.29,2.82,-0.20,0.07,928.85,-4.30,671,18.78,28848,42572,40970,65535,65535,0.00,-4.31,928.74,1134.30,1:55:28.799,6/1/2080,0,0,,,,,,,,,
0.43,-7.85,0.04,25.55,44.09,29.18,2.09,-0.09,0.09,928.96,-4.30,673,18.86,39590,65535,41770,65535,65535,0.00,-4.26,929.01,1134.64,1:55:29.799,6/1/2080,0,0,,,,,,,,,
-0.75,-9.45,2.79,24.82,45.09,12.14,1.91,0.02,0.13,928.87,-4.30,673,18.86,30453,42923,41971,65535,65535,0.00,-4.26,928.59,1134.12,1:55:30.799,6/1/2080,0,0,,,,,,,,,
-0.04,-9.38,2.67,25.00,45.09,15.61,1.93,-0.15,-0.14,928.55,-4.10,672,18.82,28961,44175,62835,65535,65535,0.00,-4.06,929.15,1134.81,1:55:31.799,6/1/2080,0,0,,,,,,,,,
0.08,-10.16,-3.77,28.55,37.27,43.06,2.02,0.12,-0.42,928.60,-4.00,673,18.86,65535,65535,63173,65535,65535,0.00,-4.04,929.21,1134.88,1:55:32.799,6/1/2080,0,0,,,,,,,,,
-0.24,-4.86,-7.37,29.09,18.45,61.02,-0.33,0.29,-0.19,929.18,-4.00,673,18.86,51039,65535,65535,60345,36149,3697.74,-3.98,929.55,1135.30,1:55:33.799,6/1/2080,0,0,,,,,,,,,
-0.55,-8.32,4.63,25.82,43.36,6.33,-1.24,0.05,0.05,929.30,-4.00,672,18.82,28671,43096,42828,32627,12242,7664.86,-3.96,929.72,1135.51,1:55:34.799,6/1/2080,0,0,,,,,,,,,
-0.27,-6.83,5.22,25.27,40.36,-5.41,-0.15,0.02,-0.10,929.46,-4.00,670,18.74,28561,43271,42678,32465,12190,7618.56,-4.06,929.16,1134.82,1:55:36.799,6/1/2080,0,0,,,,,,,,,
-0.35,-8.63,3.61,26.91,43.55,9.18,1.11,-0.17,-0.06,929.51,-4.00,673,18.86,28555,43133,42512,65535,45330,0.00,-3.93,929.68,1135.45,1:55:37.799,6/1/2080,0,0,,,,,,,,,
-0.35,-8.43,3.88,24.09,44.27,3.47,-0.68,0.06,0.24,929.52,-3.90,672,18.82,28644,42528,40978,32511,12483,7369.39,-3.91,929.61,1135.36,1:55:38.799,6/1/2080,0,0,,,,,,,,,
0.27,-6.20,9.61,20.18,34.27,-20.82,1.25,-0.12,0.02,929.59,-4.30,671,18.78,28633,43885,41396,50998,23423,7784.24,-4.33,928.39,1133.88,1:55:39.799,6/1/2080,0,0,,,,,,,,,
-0.51,-7.96,-4.00,28.91,36.00,44.69,1.88,-0.04,-0.05,929.69,-4.30,673,18.86,65535,65535,65535,65535,65535,0.00,-4.29,927.70,1133.03,1:55:40.799,6/1/2080,0,0,,,,,,,,,
-0.67,-7.45,-3.26,29.73,38.36,38.78,-0.85,0.16,0.15,928.43,-4.30,673,18.86,29576,44044,53052,65535,65535,0.00,-4.28,928.53,1134.05,1:55:41.799,6/1/2080,0,0,,,,,,,,,
-0.43,-10.08,-2.31,26.00,44.27,25.92,0.13,0.00,0.10,927.58,-4.30,673,18.86,29079,44175,42885,65535,65535,0.00,-4.25,927.77,1133.11,1:55:42.799,6/1/2080,0,0,,,,,,,,,
-0.27,-11.18,2.04,24.00,45.73,9.90,0.17,-0.01,-0.01,927.62,-4.30,673,18.86,28570,42661,42818,65535,65535,0.00,-4.26,927.67,1132.99,1:55:43.799,6/1/2080,0,0,,,,,,,,,
-0.35,-9.06,1.92,25.18,45.36,14.18,1.62,-0.09,-0.08,927.52,-4.20,673,18.86,29786,64565,42588,65535,65535,0.00,-4.19,927.86,1133.22,1:55:44.799,6/1/2080,0,0,,,,,,,,,
-0.08,-9.53,2.98,25.45,45.00,15.41,1.06,-0.05,-0.03,927.89,-4.20,673,18.86,29355,44000,42443,65535,65535,0.00,-4.18,927.89,1133.27,1:55:45.799,6/1/2080,0,0,,,,,,,,,
-0.31,-9.65,0.24,25.73,45.00,23.47,0.22,-0.05,-0.02,927.84,-4.10,673,18.86,29597,47473,42149,65535,65535,0.00,-4.09,928.14,1133.57,1:55:47.799,6/1/2080,0,0,,,,,,,,,
-0.16,-8.90,-0.47,26.00,44.27,26.84,-0.37,0.04,0.05,928.53,-4.00,673,18.86,28557,45808,41613,65535,39390,0.00,-4.01,928.36,1133.84,1:55:48.799,6/1/2080,0,0,,,,,,,,,
-0.04,-9.14,-0.31,25.64,44.73,23.98,-0.94,0.06,0.04,928.54,-4.00,673,18.86,29328,42711,41039,65535,41308,0.00,-3.99,928.44,1133.93,1:55:49.799,6/1/2080,0,0,,,,,,,,,
-0.08,-9.26,2.55,23.64,44.91,6.94,-0.50,0.05,0.01,928.49,-4.30,672,18.82,28482,42477,40712,65535,43257,0.00,-4.33,927.57,1132.87,1:55:50.799,6/1/2080,0,0,,,,,,,,,
0.16,-9.45,2.71,24.09,45.27,11.33,1.05,0.01,0.07,928.63,-4.30,673,18.86,29204,42973,42021,65535,65535,0.00,-4.33,927.68,1133.01,1:55:51.799,6/1/2080,0,0,,,,,,,,,
-0.31,-9.69,1.41,24.91,45.36,15.82,1.52,-0.07,-0.02,927.74,-4.30,673,18.86,29694,43965,42760,65535,65535,0.00,-4.33,927.51,1132.80,1:55:52.799,6/1/2080,0,0,,,,,,,,,
-0.08,-9.22,1.69,25.18,45.18,18.88,0.37,0.07,-0.01,927.54,-4.30,673,18.86,29286,44638,42647,65535,65535,0.00,-4.28,928.29,1133.75,1:55:53.799,6/1/2080,0,0,,,,,,,,,
0.43,-9.18,3.88,22.91,45.55,6.33,0.19,0.07,0.03,928.01,-3.80,671,18.78,28549,42459,40381,35104,13252,8171.04,-4.30,928.15,1133.58,1:55:54.799,6/1/2080,0,0,,,,,,,,,
-0.08,-9.45,1.22,24.45,45.73,19.90,0.97,-0.14,-0.09,928.04,-3.80,673,18.86,29075,43860,41241,65535,65535,0.00,-3.79,929.57,1135.32,1:55:55.799,6/1/2080,0,0,,,,,,,,,
0.20,-9.45,1.14,23.27,46.09,15.20,0.75,-0.06,0.02,929.48,-3.80,673,18.86,29085,43160,40997,55154,22267,11459.27,-3.80,929.46,1135.18,1:55:56.799,6/1/2080,0,0,,,,,,,,,
0.31,-8.94,0.47,24.64,45.55,19.80,0.11,0.07,0.00,929.42,-3.80,673,18.86,29063,43347,41416,65535,65535,0.00,-3.80,929.45,1135.17,1:55:58.799,6/1/2080,0,0,,,,,,,,,
0.04,-9.14,0.00,24.91,45.18,25.10,1.10,0.03,-0.01,928.20,-3.80,673,18.86,29110,43712,41866,65535,65535,0.00,-3.76,929.70,1135.48,1:55:59.799,6/1/2080,0,0,,,,,,,,,
-0.04,-9.61,0.08,24.36,45.18,24.69,0.26,0.08,-0.01,929.48,-3.70,673,18.86,29321,43510,41208,62082,31041,6853.85,-3.75,929.61,1135.36,1:56:0.799,6/1/2080,0,0,,,,,,,,,
-0.04,-8.71,0.35,25.00,45.55,22.86,0.78,-0.11,-0.14,929.73,-3.70,673,18.86,29352,44102,41671,65535,65535,0.00,-3.66,929.45,1135.17,1:56:1.799,6/1/2080,0,0,,,,,,,,,
-0.08,-8.16,-4.16,26.82,39.55,40.41,0.69,0.14,-0.07,929.35,-3.70,673,18.86,29695,65535,59808,65535,45851,0.00,-3.66,929.59,1135.34,1:56:2.799,6/1/2080,0,0,,,,,,,,,
0.12,-8.39,-2.00,26.27,42.36,35.20,-1.05,-0.00,-0.04,929.37,-3.60,672,18.82,29415,43606,41095,43871,19433,7420.23,-3.66,929.37,1135.07,1:56:3.799,6/1/2080,0,0,,,,,,,,,
-0.08,-10.16,1.14,24.09,45.82,15.61,-1.89,0.08,0.13,929.35,-3.60,672,18.82,28924,43228,40961,32822,12777,7274.09,-3.65,929.58,1135.33,1:56:4.799,6/1/2080,0,0,,,,,,,,,
-0.59,-9.26,3.22,24.45,45.73,16.12,2.08,0.03,-0.08,929.56,-3.80,671,18.78,59258,43271,42403,65535,65535,0.00,-3.80,929.01,1134.64,1:56:5.799,6/1/2080,0,0,,,,,,,,,
0.31,-9.45,-1.02,24.36,43.64,33.16,1.86,-0.04,0.01,929.30,-3.80,673,18.86,29358,45010,42659,65535,65535,0.00,-3.79,929.23,1134.90,1:56:6.799,6/1/2080,0,0,,,,,,,,,
0.12,-4.79,-5.45,27.09,35.45,47.55,-1.73,0.38,0.15,928.97,-3.70,673,18.86,29452,42966,57155,65535,65535,0.00,-3.75,929.47,1135.20,1:56:7.799,6/1/2080,0,0,,,,,,,,,
0.00,-8.43,4.79,23.36,41.55,-4.90,-2.89,0.23,0.20,929.50,-3.70,673,18.86,28729,43594,42491,33134,12903,7338.91,-3.66,929.37,1135.07,1:56:9.799,6/1/2080,0,0,,,,,,,,,
0.31,-8.75,7.61,21.64,37.82,-14.49,0.07,-0.04,0.05,929.35,-3.60,671,18.78,28786,42815,42171,65535,56610,0.00,-3.58,929.64,1135.41,1:56:10.799,6/1/2080,0,0,,,,,,,,,
-0.16,-10.43,3.80,26.18,44.55,15.00,2.84,-0.17,-0.06,929.70,-4.30,673,18.86,65535,44107,59479,65535,65535,0.00,-4.33,927.48,1132.77,1:56:11.799,6/1/2080,0,0,,,,,,,,,
-1.26,-9.61,0.82,28.27,43.27,22.65,1.94,-0.12,-0.14,927.64,-4.30,674,18.90,28970,45404,45085,65535,65535,0.00,-4.28,927.63,1132.94,1:56:12.799,6/1/2080,0,0,,,,,,,,,
-0.12,-8.08,-1.73,28.55,41.36,32.86,1.90,-0.10,-0.10,927.49,-4.30,673,18.86,40837,45028,46106,65535,65535,0.00,-4.24,927.70,1133.03,1:56:13.799,6/1/2080,0,0,,,,,,,,,
